"profile","task","commits","required_configuration","required_slots","tools","effect_verifiers","states","confirmation","channels","languages","gaps","execution_evidence"
"moda_belleza/estetica","book_appointment","true","business_identity | pipeline | faq_content | appointment_services | treatment_catalog","service_id:reference:tool | starts_at:datetime:customer | customer_name:text:customer","list_services | check_availability | create_appointment","appointments:appointments.contact_id","collecting > confirming > booked > handed_off","explicit","whatsapp | instagram | messenger | telegram | web_widget","es | en | pt | fr","profile_execution_evidence_missing","not_run"
"moda_belleza/estetica","cancel_appointment","true","business_identity | pipeline | faq_content | appointment_services | treatment_catalog","appointment_id:reference:tool","list_customer_appointments | cancel_appointment | get_appointment_details","appointments:appointments.contact_id","identifying > confirming > cancelled > handed_off","explicit","whatsapp | instagram | messenger | telegram | web_widget","es | en | pt | fr","profile_execution_evidence_missing","not_run"
"moda_belleza/estetica","treatment_status","false","business_identity | pipeline | faq_content | appointment_services | treatment_catalog","patient_reference:reference:derived","get_treatment_plan | list_upcoming_sessions","","answered > not_found > handed_off","none","whatsapp | instagram | messenger | telegram | web_widget","es | en | pt | fr","profile_execution_evidence_missing","not_run"
"moda_belleza/salon_belleza","ask_question","false","business_identity | pipeline | faq_content | appointment_services","question:text:customer","search_faqs | search_knowledge_base","","answered > not_found > handed_off","none","whatsapp | instagram | messenger | telegram | web_widget","es | en | pt | fr","profile_execution_evidence_missing","not_run"
"moda_belleza/salon_belleza","book_appointment","true","business_identity | pipeline | faq_content | appointment_services","service_id:reference:tool | starts_at:datetime:customer | customer_name:text:customer","list_services | check_availability | create_appointment","appointments:appointments.contact_id","collecting > confirming > booked > handed_off","explicit","whatsapp | instagram | messenger | telegram | web_widget","es | en | pt | fr","profile_execution_evidence_missing","not_run"
"moda_belleza/salon_belleza","cancel_appointment","true","business_identity | pipeline | faq_content | appointment_services","appointment_id:reference:tool","list_customer_appointments | cancel_appointment | get_appointment_details","appointments:appointments.contact_id","identifying > confirming > cancelled > handed_off","explicit","whatsapp | instagram | messenger | telegram | web_widget","es | en | pt | fr","profile_execution_evidence_missing","not_run"
"moda_belleza/spa","ask_question","false","business_identity | pipeline | faq_content | appointment_services | treatment_catalog","question:text:customer","search_faqs | search_knowledge_base","","answered > not_found > handed_off","none","whatsapp | instagram | messenger | telegram | web_widget","es | en | pt | fr","profile_execution_evidence_missing","not_run"
"moda_belleza/spa","book_appointment","true","business_identity | pipeline | faq_content | appointment_services | treatment_catalog","service_id:reference:tool | starts_at:datetime:customer | customer_name:text:customer","list_services | check_availability | create_appointment","appointments:appointments.contact_id","collecting > confirming > booked > handed_off","explicit","whatsapp | instagram | messenger | telegram | web_widget","es | en | pt | fr","profile_execution_evidence_missing","not_run"
"moda_belleza/spa","cancel_appointment","true","business_identity | pipeline | faq_content | appointment_services | treatment_catalog","appointment_id:reference:tool","list_customer_appointments | cancel_appointment | get_appointment_details","appointments:appointments.contact_id","identifying > confirming > cancelled > handed_off","explicit","whatsapp | instagram | messenger | telegram | web_widget","es | en | pt | fr","profile_execution_evidence_missing","not_run"
"moda_belleza/spa","treatment_status","false","business_identity | pipeline | faq_content | appointment_services | treatment_catalog","patient_reference:reference:derived","get_treatment_plan | list_upcoming_sessions","","answered > not_found > handed_off","none","whatsapp | instagram | messenger | telegram | web_widget","es | en | pt | fr","profile_execution_evidence_missing","not_run"
"otro/__none__","ask_question","false","business_identity | pipeline | faq_content | catalog_items","question:text:customer","search_faqs | search_knowledge_base","","answered > not_found > handed_off","none","whatsapp | instagram | messenger | telegram | web_widget","es | en | pt | fr","profile_execution_evidence_missing","not_run"
"otro/__none__","browse_catalog","false","business_identity | pipeline | faq_content | catalog_items","","search_products | get_product | check_stock","","listed > empty > handed_off","none","whatsapp | instagram | messenger | telegram | web_widget","es | en | pt | fr","profile_execution_evidence_missing","not_run"
"otro/__none__","place_catalog_order","true","business_identity | pipeline | faq_content | catalog_items","items:reference:customer | customer_name:text:customer","get_product | check_stock | place_catalog_order | search_products","catalog_orders:orders.contact_id","collecting > confirming > ordered > handed_off","explicit","whatsapp | instagram | messenger | telegram | web_widget","es | en | pt | fr","positive_task_case_missing | profile_execution_evidence_missing","not_run"
"pet_services/adiestramiento","ask_question","false","business_identity | pipeline | faq_content | appointment_services | pets","question:text:customer","search_faqs | search_knowledge_base","","answered > not_found > handed_off","none","whatsapp | instagram | messenger | telegram | web_widget","es | en | pt | fr","profile_execution_evidence_missing","not_run"
"pet_services/adiestramiento","book_appointment","true","business_identity | pipeline | faq_content | appointment_services | pets","service_id:reference:tool | starts_at:datetime:customer | customer_name:text:customer","list_services | check_availability | create_appointment","appointments:appointments.contact_id","collecting > confirming > booked > handed_off","explicit","whatsapp | instagram | messenger | telegram | web_widget","es | en | pt | fr","profile_execution_evidence_missing","not_run"
"pet_services/adiestramiento","cancel_appointment","true","business_identity | pipeline | faq_content | appointment_services | pets","appointment_id:reference:tool","list_customer_appointments | cancel_appointment | get_appointment_details","appointments:appointments.contact_id","identifying > confirming > cancelled > handed_off","explicit","whatsapp | instagram | messenger | telegram | web_widget","es | en | pt | fr","profile_execution_evidence_missing","not_run"
"pet_services/adiestramiento","ask_pet_service","false","business_identity | pipeline | faq_content | appointment_services | pets","","list_pet_services | check_daycare_availability","","answered > unavailable > handed_off","none","whatsapp | instagram | messenger | telegram | web_widget","es | en | pt | fr","profile_execution_evidence_missing","not_run"
"pet_services/adiestramiento","register_pet","true","business_identity | pipeline | faq_content | appointment_services | pets","pet_name:text:customer | species:enum:customer","list_pets_for_contact | register_pet | update_pet","","collecting > registered > handed_off","explicit","whatsapp | instagram | messenger | telegram | web_widget","es | en | pt | fr","effect_verifier_missing | positive_task_case_missing | profile_execution_evidence_missing","not_run"
"pet_services/adiestramiento","pet_emergency","false","business_identity | pipeline | faq_content | appointment_services | pets","symptoms:text:customer","triage_pet_emergency","","triaged > handed_off","none","whatsapp | instagram | messenger | telegram | web_widget","es | en | pt | fr","profile_execution_evidence_missing","not_run"
"pet_services/guarderia","ask_question","false","business_identity | pipeline | faq_content | pets | boarding_capacity","question:text:customer","search_faqs | search_knowledge_base","","answered > not_found > handed_off","none","whatsapp | instagram | messenger | telegram | web_widget","es | en | pt | fr","profile_execution_evidence_missing","not_run"
"pet_services/guarderia","ask_pet_service","false","business_identity | pipeline | faq_content | pets | boarding_capacity","","list_pet_services | check_daycare_availability","","answered > unavailable > handed_off","none","whatsapp | instagram | messenger | telegram | web_widget","es | en | pt | fr","profile_execution_evidence_missing","not_run"
"pet_services/guarderia","register_pet","true","business_identity | pipeline | faq_content | pets | boarding_capacity","pet_name:text:customer | species:enum:customer","list_pets_for_contact | register_pet | update_pet","","collecting > registered > handed_off","explicit","whatsapp | instagram | messenger | telegram | web_widget","es | en | pt | fr","effect_verifier_missing | positive_task_case_missing | profile_execution_evidence_missing","not_run"
"pet_services/guarderia","pet_emergency","false","business_identity | pipeline | faq_content | pets | boarding_capacity","symptoms:text:customer","triage_pet_emergency","","triaged > handed_off","none","whatsapp | instagram | messenger | telegram | web_widget","es | en | pt | fr","profile_execution_evidence_missing","not_run"
"pet_services/guarderia","board_pet","true","business_identity | pipeline | faq_content | pets | boarding_capacity","pet_reference:reference:derived | check_in:date:customer | check_out:date:customer | customer_name:text:customer","create_pet_boarding | list_my_pet_boardings","resource_rentals:resource_rentals.contact_id","collecting > confirming > reserved > handed_off","explicit","whatsapp | instagram | messenger | telegram | web_widget","es | en | pt | fr","positive_task_case_missing | profile_execution_evidence_missing","not_run"
"pet_services/hotel","ask_question","false","business_identity | pipeline | faq_content | pets | boarding_capacity","question:text:customer","search_faqs | search_knowledge_base","","answered > not_found > handed_off","none","whatsapp | instagram | messenger | telegram | web_widget","es | en | pt | fr","profile_execution_evidence_missing","not_run"
"pet_services/hotel","ask_pet_service","false","business_identity | pipeline | faq_content | pets | boarding_capacity","","list_pet_services | check_daycare_availability","","answered > unavailable > handed_off","none","whatsapp | instagram | messenger | telegram | web_widget","es | en | pt | fr","profile_execution_evidence_missing","not_run"
"pet_services/hotel","register_pet","true","business_identity | pipeline | faq_content | pets | boarding_capacity","pet_name:text:customer | species:enum:customer","list_pets_for_contact | register_pet | update_pet","","collecting > registered > handed_off","explicit","whatsapp | instagram | messenger | telegram | web_widget","es | en | pt | fr","effect_verifier_missing | positive_task_case_missing | profile_execution_evidence_missing","not_run"
"pet_services/hotel","pet_emergency","false","business_identity | pipeline | faq_content | pets | boarding_capacity","symptoms:text:customer","triage_pet_emergency","","triaged > handed_off","none","whatsapp | instagram | messenger | telegram | web_widget","es | en | pt | fr","profile_execution_evidence_missing","not_run"
"pet_services/hotel","board_pet","true","business_identity | pipeline | faq_content | pets | boarding_capacity","pet_reference:reference:derived | check_in:date:customer | check_out:date:customer | customer_name:text:customer","create_pet_boarding | list_my_pet_boardings","resource_rentals:resource_rentals.contact_id","collecting > confirming > reserved > handed_off","explicit","whatsapp | instagram | messenger | telegram | web_widget","es | en | pt | fr","positive_task_case_missing | profile_execution_evidence_missing","not_run"
"pet_services/paseos","ask_question","false","business_identity | pipeline | faq_content | appointment_services | pets","question:text:customer","search_faqs | search_knowledge_base","","answered > not_found > handed_off","none","whatsapp | instagram | messenger | telegram | web_widget","es | en | pt | fr","profile_execution_evidence_missing","not_run"
"pet_services/paseos","book_appointment","true","business_identity | pipeline | faq_content | appointment_services | pets","service_id:reference:tool | starts_at:datetime:customer | customer_name:text:customer","list_services | check_availability | create_appointment","appointments:appointments.contact_id","collecting > confirming > booked > handed_off","explicit","whatsapp | instagram | messenger | telegram | web_widget","es | en | pt | fr","profile_execution_evidence_missing","not_run"
"pet_services/paseos","cancel_appointment","true","business_identity | pipeline | faq_content | appointment_services | pets","appointment_id:reference:tool","list_customer_appointments | cancel_appointment | get_appointment_details","appointments:appointments.contact_id","identifying > confirming > cancelled > handed_off","explicit","whatsapp | instagram | messenger | telegram | web_widget","es | en | pt | fr","profile_execution_evidence_missing","not_run"
"pet_services/paseos","ask_pet_service","false","business_identity | pipeline | faq_content | appointment_services | pets","","list_pet_services | check_daycare_availability","","answered > unavailable > handed_off","none","whatsapp | instagram | messenger | telegram | web_widget","es | en | pt | fr","profile_execution_evidence_missing","not_run"
"pet_services/paseos","register_pet","true","business_identity | pipeline | faq_content | appointment_services | pets","pet_name:text:customer | species:enum:customer","list_pets_for_contact | register_pet | update_pet","","collecting > registered > handed_off","explicit","whatsapp | instagram | messenger | telegram | web_widget","es | en | pt | fr","effect_verifier_missing | positive_task_case_missing | profile_execution_evidence_missing","not_run"
"pet_services/paseos","pet_emergency","false","business_identity | pipeline | faq_content | appointment_services | pets","symptoms:text:customer","triage_pet_emergency","","triaged > handed_off","none","whatsapp | instagram | messenger | telegram | web_widget","es | en | pt | fr","profile_execution_evidence_missing","not_run"
"pet_services/peluqueria","ask_question","false","business_identity | pipeline | faq_content | appointment_services | pets","question:text:customer","search_faqs | search_knowledge_base","","answered > not_found > handed_off","none","whatsapp | instagram | messenger | telegram | web_widget","es | en | pt | fr","profile_execution_evidence_missing","not_run"
"pet_services/peluqueria","book_appointment","true","business_identity | pipeline | faq_content | appointment_services | pets","service_id:reference:tool | starts_at:datetime:customer | customer_name:text:customer","list_services | check_availability | create_appointment","appointments:appointments.contact_id","collecting > confirming > booked > handed_off","explicit","whatsapp | instagram | messenger | telegram | web_widget","es | en | pt | fr","profile_execution_evidence_missing","not_run"
"pet_services/peluqueria","cancel_appointment","true","business_identity | pipeline | faq_content | appointment_services | pets","appointment_id:reference:tool","list_customer_appointments | cancel_appointment | get_appointment_details","appointments:appointments.contact_id","identifying > confirming > cancelled > handed_off","explicit","whatsapp | instagram | messenger | telegram | web_widget","es | en | pt | fr","profile_execution_evidence_missing","not_run"
"pet_services/peluqueria","ask_pet_service","false","business_identity | pipeline | faq_content | appointment_services | pets","","list_pet_services | check_daycare_availability","","answered > unavailable > handed_off","none","whatsapp | instagram | messenger | telegram | web_widget","es | en | pt | fr","profile_execution_evidence_missing","not_run"
"pet_services/peluqueria","register_pet","true","business_identity | pipeline | faq_content | appointment_services | pets","pet_name:text:customer | species:enum:customer","list_pets_for_contact | register_pet | update_pet","","collecting > registered > handed_off","explicit","whatsapp | instagram | messenger | telegram | web_widget","es | en | pt | fr","effect_verifier_missing | positive_task_case_missing | profile_execution_evidence_missing","not_run"
"pet_services/peluqueria","pet_emergency","false","business_identity | pipeline | faq_content | appointment_services | pets","symptoms:text:customer","triage_pet_emergency","","triaged > handed_off","none","whatsapp | instagram | messenger | telegram | web_widget","es | en | pt | fr","profile_execution_evidence_missing","not_run"
"restaurantes/cafeteria","ask_question","false","business_identity | pipeline | faq_content | appointment_services | menu_items","question:text:customer","search_faqs | search_knowledge_base","","answered > not_found > handed_off","none","whatsapp | instagram | messenger | telegram | web_widget","es | en | pt | fr","profile_execution_evidence_missing","not_run"
"restaurantes/cafeteria","book_appointment","true","business_identity | pipeline | faq_content | appointment_services | menu_items","service_id:reference:tool | starts_at:datetime:customer | customer_name:text:customer","list_services | check_availability | create_appointment","appointments:appointments.contact_id","collecting > confirming > booked > handed_off","explicit","whatsapp | instagram | messenger | telegram | web_widget","es | en | pt | fr","profile_execution_evidence_missing","not_run"
"restaurantes/cafeteria","cancel_appointment","true","business_identity | pipeline | faq_content | appointment_services | menu_items","appointment_id:reference:tool","list_customer_appointments | cancel_appointment | get_appointment_details","appointments:appointments.contact_id","identifying > confirming > cancelled > handed_off","explicit","whatsapp | instagram | messenger | telegram | web_widget","es | en | pt | fr","profile_execution_evidence_missing","not_run"
"restaurantes/cafeteria","place_food_order","true","business_identity | pipeline | faq_content | appointment_services | menu_items","items:reference:customer | customer_name:text:customer","get_menu | get_promotions | place_order","restaurant_orders:food_orders.contact_id","collecting > confirming > placed > handed_off","explicit","whatsapp | instagram | messenger | telegram | web_widget","es | en | pt | fr","positive_task_case_missing | profile_execution_evidence_missing","not_run"
"restaurantes/cafeteria","track_food_order","false","business_identity | pipeline | faq_content | appointment_services | menu_items","order_id:reference:tool","list_my_orders | check_order_status","","answered > not_found > handed_off","none","whatsapp | instagram | messenger | telegram | web_widget","es | en | pt | fr","profile_execution_evidence_missing","not_run"
"restaurantes/casual_dining","ask_question","false","business_identity | pipeline | faq_content | appointment_services | menu_items","question:text:customer","search_faqs | search_knowledge_base","","answered > not_found > handed_off","none","whatsapp | instagram | messenger | telegram | web_widget","es | en | pt | fr","profile_execution_evidence_missing","not_run"
"restaurantes/casual_dining","book_appointment","true","business_identity | pipeline | faq_content | appointment_services | menu_items","service_id:reference:tool | starts_at:datetime:customer | customer_name:text:customer","list_services | check_availability | create_appointment","appointments:appointments.contact_id","collecting > confirming > booked > handed_off","explicit","whatsapp | instagram | messenger | telegram | web_widget","es | en | pt | fr","profile_execution_evidence_missing","not_run"
"restaurantes/casual_dining","cancel_appointment","true","business_identity | pipeline | faq_content | appointment_services | menu_items","appointment_id:reference:tool","list_customer_appointments | cancel_appointment | get_appointment_details","appointments:appointments.contact_id","identifying > confirming > cancelled > handed_off","explicit","whatsapp | instagram | messenger | telegram | web_widget","es | en | pt | fr","profile_execution_evidence_missing","not_run"
"restaurantes/casual_dining","place_food_order","true","business_identity | pipeline | faq_content | appointment_services | menu_items","items:reference:customer | customer_name:text:customer","get_menu | get_promotions | place_order","restaurant_orders:food_orders.contact_id","collecting > confirming > placed > handed_off","explicit","whatsapp | instagram | messenger | telegram | web_widget","es | en | pt | fr","positive_task_case_missing | profile_execution_evidence_missing","not_run"
"restaurantes/casual_dining","track_food_order","false","business_identity | pipeline | faq_content | appointment_services | menu_items","order_id:reference:tool","list_my_orders | check_order_status","","answered > not_found > handed_off","none","whatsapp | instagram | messenger | telegram | web_widget","es | en | pt | fr","profile_execution_evidence_missing","not_run"
"restaurantes/comida_rapida","ask_question","false","business_identity | pipeline | faq_content | menu_items","question:text:customer","search_faqs | search_knowledge_base","","answered > not_found > handed_off","none","whatsapp | instagram | messenger | telegram | web_widget","es | en | pt | fr","profile_execution_evidence_missing","not_run"
"restaurantes/comida_rapida","place_food_order","true","business_identity | pipeline | faq_content | menu_items","items:reference:customer | customer_name:text:customer","get_menu | get_promotions | place_order","restaurant_orders:food_orders.contact_id","collecting > confirming > placed > handed_off","explicit","whatsapp | instagram | messenger | telegram | web_widget","es | en | pt | fr","positive_task_case_missing | profile_execution_evidence_missing","not_run"
"restaurantes/comida_rapida","track_food_order","false","business_identity | pipeline | faq_content | menu_items","order_id:reference:tool","list_my_orders | check_order_status","","answered > not_found > handed_off","none","whatsapp | instagram | messenger | telegram | web_widget","es | en | pt | fr","profile_execution_evidence_missing","not_run"
"restaurantes/dark_kitchen","ask_question","false","business_identity | pipeline | faq_content | menu_items","question:text:customer","search_faqs | search_knowledge_base","","answered > not_found > handed_off","none","whatsapp | instagram | messenger | telegram | web_widget","es | en | pt | fr","profile_execution_evidence_missing","not_run"
"restaurantes/dark_kitchen","place_food_order","true","business_identity | pipeline | faq_content | menu_items","items:reference:customer | customer_name:text:customer","get_menu | get_promotions | place_order","restaurant_orders:food_orders.contact_id","collecting > confirming > placed > handed_off","explicit","whatsapp | instagram | messenger | telegram | web_widget","es | en | pt | fr","positive_task_case_missing | profile_execution_evidence_missing","not_run"
"restaurantes/dark_kitchen","track_food_order","false","business_identity | pipeline | faq_content | menu_items","order_id:reference:tool","list_my_orders | check_order_status","","answered > not_found > handed_off","none","whatsapp | instagram | messenger | telegram | web_widget","es | en | pt | fr","profile_execution_evidence_missing","not_run"
"retail/electronica","ask_question","false","business_identity | pipeline | faq_content | catalog_items","question:text:customer","search_faqs | search_knowledge_base","","answered > not_found > handed_off","none","whatsapp | instagram | messenger | telegram | web_widget","es | en | pt | fr","profile_execution_evidence_missing","not_run"
"retail/electronica","browse_catalog","false","business_identity | pipeline | faq_content | catalog_items","","search_products | get_product | check_stock","","listed > empty > handed_off","none","whatsapp | instagram | messenger | telegram | web_widget","es | en | pt | fr","profile_execution_evidence_missing","not_run"
"retail/electronica","place_catalog_order","true","business_identity | pipeline | faq_content | catalog_items","items:reference:customer | customer_name:text:customer","get_product | check_stock | place_catalog_order | search_products","catalog_orders:orders.contact_id","collecting > confirming > ordered > handed_off","explicit","whatsapp | instagram | messenger | telegram | web_widget","es | en | pt | fr","positive_task_case_missing | profile_execution_evidence_missing","not_run"
"retail/hogar","ask_question","false","business_identity | pipeline | faq_content | catalog_items | appointment_services","question:text:customer","search_faqs | search_knowledge_base","","answered > not_found > handed_off","none","whatsapp | instagram | messenger | telegram | web_widget","es | en | pt | fr","profile_execution_evidence_missing","not_run"
"retail/hogar","browse_catalog","false","business_identity | pipeline | faq_content | catalog_items | appointment_services","","search_products | get_product | check_stock","","listed > empty > handed_off","none","whatsapp | instagram | messenger | telegram | web_widget","es | en | pt | fr","profile_execution_evidence_missing","not_run"
"retail/hogar","place_catalog_order","true","business_identity | pipeline | faq_content | catalog_items | appointment_services","items:reference:customer | customer_name:text:customer","get_product | check_stock | place_catalog_order | search_products","catalog_orders:orders.contact_id","collecting > confirming > ordered > handed_off","explicit","whatsapp | instagram | messenger | telegram | web_widget","es | en | pt | fr","positive_task_case_missing | profile_execution_evidence_missing","not_run"
"retail/hogar","book_appointment","true","business_identity | pipeline | faq_content | catalog_items | appointment_services","service_id:reference:tool | starts_at:datetime:customer | customer_name:text:customer","list_services | check_availability | create_appointment","appointments:appointments.contact_id","collecting > confirming > booked > handed_off","explicit","whatsapp | instagram | messenger | telegram | web_widget","es | en | pt | fr","profile_execution_evidence_missing","not_run"
"retail/hogar","cancel_appointment","true","business_identity | pipeline | faq_content | catalog_items | appointment_services","appointment_id:reference:tool","list_customer_appointments | cancel_appointment | get_appointment_details","appointments:appointments.contact_id","identifying > confirming > cancelled > handed_off","explicit","whatsapp | instagram | messenger | telegram | web_widget","es | en | pt | fr","profile_execution_evidence_missing","not_run"
"retail/marketplace","ask_question","false","business_identity | pipeline | faq_content","question:text:customer","search_faqs | search_knowledge_base","","answered > not_found > handed_off","none","whatsapp | instagram | messenger | telegram | web_widget","es | en | pt | fr","profile_execution_evidence_missing","not_run"
"retail/moda","ask_question","false","business_identity | pipeline | faq_content | catalog_items","question:text:customer","search_faqs | search_knowledge_base","","answered > not_found > handed_off","none","whatsapp | instagram | messenger | telegram | web_widget","es | en | pt | fr","profile_execution_evidence_missing","not_run"
"retail/moda","browse_catalog","false","business_identity | pipeline | faq_content | catalog_items","","search_products | get_product | check_stock","","listed > empty > handed_off","none","whatsapp | instagram | messenger | telegram | web_widget","es | en | pt | fr","profile_execution_evidence_missing","not_run"
"retail/moda","place_catalog_order","true","business_identity | pipeline | faq_content | catalog_items","items:reference:customer | customer_name:text:customer","get_product | check_stock | place_catalog_order | search_products","catalog_orders:orders.contact_id","collecting > confirming > ordered > handed_off","explicit","whatsapp | instagram | messenger | telegram | web_widget","es | en | pt | fr","positive_task_case_missing | profile_execution_evidence_missing","not_run"
"salud/dental","ask_question","false","business_identity | pipeline | faq_content | appointment_services | treatment_catalog","question:text:customer","search_faqs | search_knowledge_base","","answered > not_found > handed_off","none","whatsapp | instagram | messenger | telegram | web_widget","es | en | pt | fr","profile_execution_evidence_missing","not_run"
"salud/dental","book_appointment","true","business_identity | pipeline | faq_content | appointment_services | treatment_catalog","service_id:reference:tool | starts_at:datetime:customer | customer_name:text:customer","list_services | check_availability | create_appointment","appointments:appointments.contact_id","collecting > confirming > booked > handed_off","explicit","whatsapp | instagram | messenger | telegram | web_widget","es | en | pt | fr","profile_execution_evidence_missing","not_run"
"salud/dental","cancel_appointment","true","business_identity | pipeline | faq_content | appointment_services | treatment_catalog","appointment_id:reference:tool","list_customer_appointments | cancel_appointment | get_appointment_details","appointments:appointments.contact_id","identifying > confirming > cancelled > handed_off","explicit","whatsapp | instagram | messenger | telegram | web_widget","es | en | pt | fr","profile_execution_evidence_missing","not_run"
"salud/dental","treatment_status","false","business_identity | pipeline | faq_content | appointment_services | treatment_catalog","patient_reference:reference:derived","get_treatment_plan | list_upcoming_sessions","","answered > not_found > handed_off","none","whatsapp | instagram | messenger | telegram | web_widget","es | en | pt | fr","profile_execution_evidence_missing","not_run"
"salud/dermatologia","ask_question","false","business_identity | pipeline | faq_content | appointment_services | treatment_catalog","question:text:customer","search_faqs | search_knowledge_base","","answered > not_found > handed_off","none","whatsapp | instagram | messenger | telegram | web_widget","es | en | pt | fr","profile_execution_evidence_missing","not_run"
"salud/dermatologia","book_appointment","true","business_identity | pipeline | faq_content | appointment_services | treatment_catalog","service_id:reference:tool | starts_at:datetime:customer | customer_name:text:customer","list_services | check_availability | create_appointment","appointments:appointments.contact_id","collecting > confirming > booked > handed_off","explicit","whatsapp | instagram | messenger | telegram | web_widget","es | en | pt | fr","profile_execution_evidence_missing","not_run"
"salud/dermatologia","cancel_appointment","true","business_identity | pipeline | faq_content | appointment_services | treatment_catalog","appointment_id:reference:tool","list_customer_appointments | cancel_appointment | get_appointment_details","appointments:appointments.contact_id","identifying > confirming > cancelled > handed_off","explicit","whatsapp | instagram | messenger | telegram | web_widget","es | en | pt | fr","profile_execution_evidence_missing","not_run"
"salud/dermatologia","treatment_status","false","business_identity | pipeline | faq_content | appointment_services | treatment_catalog","patient_reference:reference:derived","get_treatment_plan | list_upcoming_sessions","","answered > not_found > handed_off","none","whatsapp | instagram | messenger | telegram | web_widget","es | en | pt | fr","profile_execution_evidence_missing","not_run"
"salud/farmacia","ask_question","false","business_identity | pipeline | faq_content | catalog_items","question:text:customer","search_faqs | search_knowledge_base","","answered > not_found > handed_off","none","whatsapp | instagram | messenger | telegram | web_widget","es | en | pt | fr","profile_execution_evidence_missing","not_run"
"salud/farmacia","browse_catalog","false","business_identity | pipeline | faq_content | catalog_items","","search_products | get_product | check_stock","","listed > empty > handed_off","none","whatsapp | instagram | messenger | telegram | web_widget","es | en | pt | fr","profile_execution_evidence_missing","not_run"
"salud/farmacia","place_catalog_order","true","business_identity | pipeline | faq_content | catalog_items","items:reference:customer | customer_name:text:customer","get_product | check_stock | place_catalog_order | search_products","catalog_orders:orders.contact_id","collecting > confirming > ordered > handed_off","explicit","whatsapp | instagram | messenger | telegram | web_widget","es | en | pt | fr","positive_task_case_missing | profile_execution_evidence_missing","not_run"
"salud/medica_general","ask_question","false","business_identity | pipeline | faq_content | appointment_services","question:text:customer","search_faqs | search_knowledge_base","","answered > not_found > handed_off","none","whatsapp | instagram | messenger | telegram | web_widget","es | en | pt | fr","profile_execution_evidence_missing","not_run"
"salud/medica_general","book_appointment","true","business_identity | pipeline | faq_content | appointment_services","service_id:reference:tool | starts_at:datetime:customer | customer_name:text:customer","list_services | check_availability | create_appointment","appointments:appointments.contact_id","collecting > confirming > booked > handed_off","explicit","whatsapp | instagram | messenger | telegram | web_widget","es | en | pt | fr","profile_execution_evidence_missing","not_run"
"salud/medica_general","cancel_appointment","true","business_identity | pipeline | faq_content | appointment_services","appointment_id:reference:tool","list_customer_appointments | cancel_appointment | get_appointment_details","appointments:appointments.contact_id","identifying > confirming > cancelled > handed_off","explicit","whatsapp | instagram | messenger | telegram | web_widget","es | en | pt | fr","profile_execution_evidence_missing","not_run"
"salud/psicologia","ask_question","false","business_identity | pipeline | faq_content | appointment_services | treatment_catalog","question:text:customer","search_faqs | search_knowledge_base","","answered > not_found > handed_off","none","whatsapp | instagram | messenger | telegram | web_widget","es | en | pt | fr","profile_execution_evidence_missing","not_run"
"salud/psicologia","book_appointment","true","business_identity | pipeline | faq_content | appointment_services | treatment_catalog","service_id:reference:tool | starts_at:datetime:customer | customer_name:text:customer","list_services | check_availability | create_appointment","appointments:appointments.contact_id","collecting > confirming > booked > handed_off","explicit","whatsapp | instagram | messenger | telegram | web_widget","es | en | pt | fr","profile_execution_evidence_missing","not_run"
"salud/psicologia","cancel_appointment","true","business_identity | pipeline | faq_content | appointment_services | treatment_catalog","appointment_id:reference:tool","list_customer_appointments | cancel_appointment | get_appointment_details","appointments:appointments.contact_id","identifying > confirming > cancelled > handed_off","explicit","whatsapp | instagram | messenger | telegram | web_widget","es | en | pt | fr","profile_execution_evidence_missing","not_run"
"salud/psicologia","treatment_status","false","business_identity | pipeline | faq_content | appointment_services | treatment_catalog","patient_reference:reference:derived","get_treatment_plan | list_upcoming_sessions","","answered > not_found > handed_off","none","whatsapp | instagram | messenger | telegram | web_widget","es | en | pt | fr","profile_execution_evidence_missing","not_run"
"seguros/aseguradora","ask_question","false","business_identity | pipeline | faq_content | insurance_plans","question:text:customer","search_faqs | search_knowledge_base","","answered > not_found > handed_off","none","whatsapp | instagram | messenger | telegram | web_widget","es | en | pt | fr","profile_execution_evidence_missing","not_run"
"seguros/aseguradora","quote_policy","true","business_identity | pipeline | faq_content | insurance_plans","plan_id:reference:tool | risk_profile:text:customer | customer_name:text:customer","get_insurance_plans | calculate_quote","","collecting > quoted > handed_off","explicit","whatsapp | instagram | messenger | telegram | web_widget","es | en | pt | fr","effect_verifier_missing | positive_task_case_missing | profile_execution_evidence_missing","not_run"
"seguros/aseguradora","file_claim","true","business_identity | pipeline | faq_content | insurance_plans","policy_number:reference:derived | incident_description:text:customer","request_identity_code | verify_identity_code | check_policy_status | file_claim","","identifying > collecting > filed > handed_off","explicit","whatsapp | instagram | messenger | telegram | web_widget","es | en | pt | fr","effect_verifier_missing | positive_task_case_missing | profile_execution_evidence_missing","not_run"
"seguros/auto","ask_question","false","business_identity | pipeline | faq_content | insurance_plans","question:text:customer","search_faqs | search_knowledge_base","","answered > not_found > handed_off","none","whatsapp | instagram | messenger | telegram | web_widget","es | en | pt | fr","profile_execution_evidence_missing","not_run"
